Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
certero;certer;1,32;3,18;1,25;1,16;1,11
certeza;certez;1,47;1,8;3,1;1,33;1,17
certidumbre;certidumbr;1,11;1,89;1,68;1,75;1,3
certificación;certif;1,35;2,55;1,42;1,15;1,42
certificado;certific;1,25;2,5;1,15;1,1;1,2
certificar;certific;1,05;2,1;1,15;1,05;1,15
cerveza;cervez;1,27;1,3;3,33;1,37;1,9
cervical;cervical;1,4;1,25;1,45;1,4;1,45
cesar;ces;1,35;1,6;1,42;1,4;1,3
césar;ces;1,35;1,63;1,1;1,45;1,75
cese;ces;1,95;1,42;2;1,72;1,65
cesión;cesion;1,82;1,68;1,63;1,75;1,35
césped;cesp;1,2;1,03;3,2;1,03;1,3
cesta;cest;1,1;1,1;2;1,07;1,07
cesto;cest;1,25;1,79;1,25;1;1,05
cetro;cetr;1,37;1,71;1,33;1,63;2
chabola;chabol;3,15;1,05;2,15;2,3;2,63
chacal;chacal;1,26;2,43;1,65;1,39;1,35
chachachá;chachach;1;3,15;1,05;1,53;1,05
chakra;chakr;1,06;2,53;1,19;1,31;1,18
chal;chal;1,06;2,29;1;1;1,17
chalé;chal;1,22;2,84;1,21;1,37;1,05
chaleco;chalec;1,07;1,27;1,5;1,07;1,03
chalet;chalet;1,37;1,67;3,57;1,3;1,43
chamán;chaman;1;1,89;1,67;1,16;1,67
champán;champan;1,13;1,27;3,23;1,2;1,83
champiñón;champiñon;1,1;1,13;1,9;1,07;1,53
chancla;chancl;1;2,35;1;1,25;1,4
chancleta;chanclet;1,15;2,35;1,1;1,2;1,4
chándal;chandal;1,23;1,07;2,37;1,2;1,4
chantaje;chantaj;2,79;2,79;1,07;3,93;3
chantajear;chantaj;3,15;1,4;2,75;3,8;3,58
chantajista;chantaj;2,73;3,33;1,3;4;3,4
chapa;chap;1,35;1,8;1;1,25;1,45
chapas;chap;1,15;2,3;1,3;1,35;1,3
chaqueta;chaquet;1,1;1,03;1,9;1;1,03
chaquetero;chaqueter;2,23;1,6;1,2;2,87;2,6
chaquetón;chaqueton;1,1;2,2;1;1,4;1,05
charca;charc;1,48;1,69;2,41;1,17;2,03
charco;charc;1,55;2,3;1,15;1,15;2
charcutero;charcuter;1,1;2,05;1,3;1,45;2,6
charla;charl;1,15;2,4;1,3;1,3;1,1
charlar;charl;1,13;1,3;3,73;1,13;1
charlestón;charleston;1,29;2,32;1,21;1,11;1,06
chasco;chasc;2,55;1,42;1,85;2,25;2,1
chat;chat;1,1;2,85;1,55;1,25;1,25
chatarra;chatarr;2,05;1,15;1,25;1,6;2,65
chaval;chaval;1,3;2,21;1,15;1,65;1,2
checo;chec;1,06;1,92;1,15;1,18;1,05
chelo;chel;1,05;2,72;1,05;1,1;1,44
cheque;chequ;1,17;1,03;3,33;1,1;1,2
chequeo;cheque;1,85;1,4;1,85;1,5;1,35
chica;chic;1,34;1,34;2,97;1,28;1,24
chicha;chich;1,56;1,75;1,5;1,58;2,16
chicharra;chicharr;1,15;1,71;1,89;2,28;2,88
chicharro;chicharr;1,38;1,86;1,32;1,67;1,81
chico;chic;1,17;1,2;2,8;1,27;1,13
chiflado;chifl;1,97;2,47;1,5;1,33;1,2
chile;chil;1;1,89;1,35;1,3;1,35
chilenas;chilen;1;1,55;1;1,25;1,05
chileno;chilen;1;2,1;1,05;1,3;1,4
chillido;chill;1,93;3,33;1,87;2,8;1,67
chimenea;chimene;1,67;1,87;3,03;1,17;1,3
chimpancé;chimpanc;1,63;2,1;3,27;1,1;1,43
china;chin;1,47;1,5;2,07;1,43;1,2
chinche;chinch;1,17;2,24;1,07;1,62;3,41
chincheta;chinchet;1,23;1,97;1,2;1,6;1,27
chino;chin;1,25;1,8;1,1;1,2;1,45
chip;chip;1,15;1,7;1,55;1,2;1,2
chipriota;chipriot;1,29;1,77;1,17;1,15;1,08
chiquilla;chiquill;1,2;2,6;1,1;1,25;1,2
chiquillo;chiquill;1,05;3,2;1;1,45;1,1
chiquito;chiquit;1,65;2,2;1,2;1,35;1,05
chirimoya;chirimoy;1;2,05;1,12;1;1,78
chispa;chisp;1,1;3,25;2,3;1,55;1,4
chispear;chisp;1,35;2,3;1,26;1,85;1,45
chiste;chist;1,2;1,2;4,07;1,1;1,2
chistes;chist;1,2;4;1,05;1,35;1,25
chistoso;chistos;1,23;1,07;4,03;1,23;1,23
chivato;chivat;2;1,9;1,27;3,3;2,8
chivo;chiv;1,47;1,21;1,44;1,6;1,61
choca;choc;1,55;1,75;2,15;2,15;1,5
chocante;chocant;1,65;1,47;1,75;2,2;1,45
chocar;choc;1,95;1,55;3,15;2,45;1,65
chocolate;chocolat;1,47;1,37;4,17;1,3;1,23
chófer;chof;1,23;1,2;2,27;1,2;1,07
chófer;chof;1,25;2;1,3;1,1;1,25
choque;choqu;3,13;3,6;1,17;2,53;1,73
chorizo;choriz;1,1;1,1;2,3;1,17;1,67
chorro;chorr;1,05;1,95;1,2;1,15;1,7
choza;choz;1,95;1,7;1,4;1,75;2,35
chubasco;chubasc;2,15;2;1,75;2,16;1,5
chubasquero;chubasquer;1,35;2,2;1;1,25;1,26
chuchería;chuch;1,03;1;3,8;1,03;1,1
chulo;chul;1,76;1,52;2,17;2,62;2,62
chupar;chup;1,2;2,6;1,2;1,3;3,05
chupito;chupit;1,05;3,5;1,3;1,05;1,85
chusma;chusm;2,55;1,1;2,55;3,05;3,3
cían;cian;1,06;2,56;1;1;1
cianuro;cianur;2,22;1,2;2,85;1,89;2,4
ciberespacio;ciberespaci;1,5;1,65;2,2;1,4;1,4
cibernética;cibernet;1,35;2,05;1,78;1,79;1,15
cicatriz;cicatriz;2,5;2,18;1,25;2,21;2,5
cíclico;ciclic;2,05;2,25;1,47;1,42;1,4
ciclismo;ciclism;1,15;2,35;1,3;1,2;1,05
ciclista;ciclist;1,05;2,2;1,3;1,15;1,05
ciclo;cicl;1,57;1,3;2;1,2;1,1
ciclomotor;ciclomotor;1,3;1,85;1,8;1,3;1,1
ciclón;ciclon;2,73;3,93;1,07;1,83;1,37
ciego;cieg;3,63;2,07;1,1;1,6;1,1
cielo;ciel;1,93;1,97;4,07;1,03;1
ciempiés;ciempies;1,07;1,8;1,47;1,27;3,23
cien;cien;1,1;2;1,05;1,1;1,1
ciencia;cienci;1,1;3,1;1,35;1,1;1,3
cieno;cien;1,57;2,21;1,36;1,57;3,71
científica;cientif;1,2;1,83;2,53;1,3;1,33
científico;cientif;1,37;1,27;3,4;1,37;1,2
ciento;cient;1,3;1,8;1,26;1,2;1,05
cierne;ciern;1,38;1,44;1,47;1,64;1,2
cierre;cierr;2,5;1,25;1,75;1,6;1,15
cierta;ciert;1,11;2,6;1,1;1,1;1,05
cierto;ciert;1,15;2,75;1,3;1,05;1,1
ciervo;cierv;1,2;1,83;2,67;1,1;1,17
cifra;cifr;1,35;1,65;1,2;1,4;1,3
cifrado;cifr;1,37;1,67;1,37;1,56;1,19
cifrar;cifr;1,55;1,4;1,3;1,35;1,05
cigÃ¼eña;cigÃ¼eñ;1,17;1,47;2,83;1,1;1,33
cigarra;cigarr;1,17;1,74;1,35;1,84;2,84
cigarrillo;cigarrill;2,83;2,77;1,83;2,6;3,53
cigarro;cigarr;2,1;2;2,1;2,2;2,95
cilíndrico;cilindr;1,25;1,55;1,37;1;1,15
cilindro;cilindr;1,1;1,9;1,1;1,15;1,21
cima;cim;1,4;3,65;1,5;1,25;1,1
cimiento;cimient;1,3;1,65;1,25;1,4;1,35
cinc;cinc;1,11;1,41;1,15;1,28;1,61
cincel;cincel;1,14;1,56;1,19;1,06;1,2
cinco;cinc;1,6;1,85;1;1,15;1
cincuenta;cincuent;1,45;1,9;1,25;1,5;1,1
cine;cin;2,2;2,17;4,53;1,87;1,47
cineasta;cineast;1,26;3,5;1;1,15;1,1
cinematografía;cinematograf;1;2,35;1,05;1,3;1,05
cinematógrafo;cinematograf;1,6;3,8;1,05;1,1;1,1
cinética;cinet;1,25;1,89;1,2;1,47;1,1
cínico;cinic;2,58;1,25;1,72;3,2;2,32
cinismo;cinism;2,89;1,47;1,95;3,68;2,45
cinta;cint;1,45;2,1;1,25;1,05;1,05
cinto;cint;1,36;1,53;1,24;1,27;1,47
cintura;cintur;1,15;2,75;1,3;1,05;1,15
cinturón;cinturon;1,4;1,9;1,8;2,07;1,53
ciprés;cipres;1,3;2,53;1,17;1;1,16
circo;circ;1,93;1,4;3,2;1,23;1,6
circonita;circonit;1,13;2,35;1;1,07;1,47
circuito;circuit;1,1;2,16;1,15;1,15;1,1
circulación;circul;1,2;1,47;1,47;1,33;1,47
circulante;circul;1,25;1,63;1,45;1,4;1,11
circular;circul;1,2;1,65;1,35;1,15;1,1
circulatorio;circulatori;1,25;1,75;1,7;1,1;1,35
círculo;circul;1,3;1,3;1,63;1,3;1,27
circundante;circund;1,17;1,56;1,11;1;1,35
circundar;circund;1,82;1,44;1,35;2,37;2,75
circunferencia;circunferent;1;1,7;1,05;1,05;1
circunscripción;circunscripcion;1,06;1,31;1,11;1,76;1,72
circunstancia;circunst;1,9;1,95;1,7;1,95;1,21
circunvalación;circunval;1,58;1,55;1,56;1,61;1,67
cirrosis;cirrosis;3,47;1,06;3,17;2,65;3,8
ciruela;ciruel;1,1;2,5;1,05;1,15;1,35
ciruelo;ciruel;1,05;2,3;1,15;1;1,5
cirugía;cirug;2,07;3,93;1,43;1,27;2,2
cirujano;cirujan;1,77;3,03;2,1;1,33;1,9
cisne;cisn;1,23;1,37;3,03;1,1;1,03
cisterna;cistern;1,25;1,3;1,35;1,53;2,1
cistitis;cistitis;2,76;1,31;3,32;2,84;3,63
cita;cit;1,37;2,3;3,3;1,4;1,23
citación;citacion;1,75;1,9;2,2;1,32;1,3
citar;cit;1,1;2,35;1,5;1,25;1,25
citoplasma;citoplasm;1;1,53;1,05;1;1,75
ciudad;ciud;1,63;1,7;2,5;1,57;1,43
ciudadana;ciudadan;1,25;2,55;1,25;1,15;1,1
ciudadanía;ciudadan;1,65;2,55;1,85;1,5;1,2
ciudadano;ciudadan;1,45;2,25;1,15;1,3;1,15
ciudadela;ciudadel;1,24;2,06;1,12;1,29;1,33
cívica;civic;1,6;2;1,11;1,45;1,35
civil;civil;1,45;1,55;1,5;1,55;1,3
civilización;civiliz;1,53;1,6;2,77;1,6;1,63
clamar;clam;1,11;1,89;1,78;1,71;1,25
clamor;clamor;1,31;2,17;1,43;1,88;1,28
clan;clan;1,65;1,9;1,84;1,85;1,5
clandestina;clandestin;2;2,35;2,17;2,1;1,45
clandestinidad;clandestin;2,8;1,4;2,9;2;2,55
claqué;claqu;1,2;2;1;1,35;1,25
clara;clar;1;2,65;1,05;1,15;1,1
claridad;clarid;1,17;1,13;3,67;1,1;1,1
clarificación;clarif;1,1;2,4;1,3;1,21;1,11
clarificar;clarific;1,15;2,4;1,1;1,2;1,15
clarín;clarin;1,17;1,81;1;1,22;1
clarinete;clarinet;1,2;2,8;1;1,05;1,2
clarividencia;clarivident;1,47;2,25;1,61;1,41;1,5
claro;clar;1;2,45;1,05;1,1;1,05
clase;clas;1,2;1,43;2,7;1,13;1,13
clásica;clasic;1,2;2,7;1,15;1,1;1,2
clasicismo;clasic;2,1;1,65;2;1,95;1,75
clásico;clasic;1,55;2,05;1,4;1,3;1,4
clasificación;clasif;1,7;2,1;1,5;1,45;1,35
clasificar;clasific;1,55;1,75;1,35;1,65;1,3
clasificatoria;clasificatori;1,35;1,7;1,15;1,65;1,6
claustro;claustr;1,45;1,4;2;1,95;1,55
cláusula;clausul;1,68;1,5;1,6;2,1;1,84
clausura;clausur;2,45;1,2;3,05;2,25;1,95
clausurar;clausur;2,45;1,25;1,8;2,3;1,9
clavar;clav;2,05;1,55;2,35;2,05;2,15
clave;clav;1,2;2,3;1,35;1,15;1,15
clavel;clavel;1,33;1,07;3,37;1,1;1,07
claves;clav;1,1;1,65;1,1;1,5;1,1
clavícula;clavicul;1,1;1,85;1,5;1,4;1,65
clavo;clav;1,3;1,35;2,05;1,4;1,6
clemencia;clemenci;2,5;2,11;1,65;1,9;1,53
clemente;clement;1,68;2,22;1,45;1,21;1,61
clerecía;clerec;1,67;1,15;1,46;1,43;2,6
clerical;clerical;1,95;1,05;1,58;2,78;3,12
clérigo;clerig;1,95;1,3;1,74;2,05;2,05
clero;cler;1,95;1,2;1,72;2,31;2,05
clic;clic;1,2;2,16;1;1,3;1,3
cliente;client;1,07;1,37;3,33;1,33;1,13
clientela;clientel;1,05;3,25;1,1;1,4;1,35
clima;clim;2;1,93;2,53;1,7;1,63
climático;climat;2,1;1,7;1,95;1,8;1,1
clínica;clinic;2,26;1,8;1,8;1,45;1,8
clip;clip;1;2,37;1,1;1;1
clonación;clonacion;1,65;1,7;1,9;1,75;1,5
cloro;clor;1,25;1,53;1,05;1,45;2,1
cloruro;clorur;1,6;1,45;1,95;1,25;1,5
club;club;1,15;2,65;1,35;1,5;1,35
coacción;coaccion;3,33;3,47;1,2;3,8;3,07
coaccionar;coaccion;2,89;3,61;1,07;3,7;3,14
coagulación;coagul;1,6;1,32;2,45;1,45;2,28
coalición;coalicion;1,94;1,72;2,05;2;1,63
coartada;coart;1,94;1,7;2,11;2,16;1,65
coautor;coautor;1,13;2,21;1,32;1,29;1,21
cobalto;cobalt;1,2;2;1,11;1,21;1,32
cobarde;cobard;2,73;2;1,1;2,4;1,93
cobardía;cobard;2,9;1,1;2,3;3,2;2,45
cobaya;cobay;1,35;2,8;1,15;1,15;1,7
cobertizo;cobertiz;1,3;1,7;1,75;1,35;1,61
cobertura;cobertur;1,11;2,5;1,25;2,05;1,4
cobijo;cobij;1,45;3,35;1,25;1,25;1,05
cobra;cobr;1,2;1,45;3,4;1,8;2,75
cobrar;cobr;1,28;1,24;4,07;1,21;1,17
cobre;cobr;1,4;1,5;1,1;1,21;1,7
cobro;cobr;1,55;3,11;1,65;1,6;1,15
cocaína;cocain;3;3,5;1,03;2,7;3,7
cocción;coccion;1,15;1,74;1,42;1,47;1,25
cocer;coc;1,31;1,34;1,38;1,21;1,41
coche;coch;1,23;1,83;2,87;1,4;1,17
cochecito;cochecit;1,25;2,7;1,1;1,05;1,1
cochera;cocher;1,1;1,68;1,25;1,1;1,32
cochero;cocher;1,15;2,05;1,05;1,11;1,11
cochinilla;cochinill;1,21;1,18;1,61;1,07;2,21
cocido;coc;1,25;2,4;1,25;1,2;1,9
cociente;cocient;1,05;1,9;1,22;1,3;1,11
cocina;cocin;1,03;1,23;2,3;1,07;1,17
cocinar;cocin;1,35;2,6;1,2;1,5;1,35
cocinera;cociner;1,15;2,9;1,05;1,1;1,1
cocinero;cociner;1,17;1,13;2,67;1,1;1,13
cocinilla;cocinill;1,21;2,1;1,2;1,2;1,3
cocinita;cocinit;1,2;2,8;1,1;1,05;1,37
coco;coc;1,2;1,23;3,03;1,23;1,7
cocodrilo;cocodril;1,13;3,8;1,33;1,4;1,8
cocotero;cocoter;1,15;3;1,05;1,05;1,05
cóctel;coctel;1,25;3,42;1,05;1,1;1,15
códice;codic;1,13;1,4;1;1,3;1,07
codicia;codici;2,8;1,93;1,07;3,2;2,93
codicioso;codici;2,6;1,97;1,3;2,77;2,57
codificación;codif;1,05;1,9;1,26;1,3;1,7
codificar;codific;1,2;1,53;1,6;1,8;1,15
código;codig;1,4;1,67;1,5;1,53;1,23
codo;cod;1,3;1,3;1,33;1,37;1,27
codorniz;codorniz;1,05;2,25;1;1,2;1,4
coeficiente;coeficient;1,45;1,9;1,3;1,2;1,25
coerción;coercion;3,15;1,23;2,38;2,13;2,33
coexistencia;coexistent;1,4;2,5;1,9;1,2;1,2
coexistir;coexist;1,21;2,55;1,25;1,15;1,25
cofinanciación;cofinanci;1,78;1,63;2,13;1,47;1,7
cofradía;cofrad;1,83;1,85;1,16;1,94;1,78
cofre;cofr;1,05;2,9;1,25;1,1;1,1
cofundador;cofund;1,11;1,5;1,05;1,26;1,05
coger;cog;1,2;2,1;1,5;1,2;1,15
cogida;cog;1,79;1,47;1,84;1,63;1,85
cogido;cog;1,84;1,55;1,4;1,47;1,3
cognición;cognicion;1,25;2,63;1,45;1,42;1,35
cognitiva;cognit;1,1;2,8;1,35;1,2;1,2
cogollo;cogoll;1,05;2,25;1,15;1,35;1,7
cogote;cogot;1,05;1,74;1,1;1,42;1,37
cohecho;cohech;1,79;1,4;1,82;2,35;2
coherencia;coherent;1,3;2,8;1,25;1,3;1,1
coherente;coherent;1,15;3,05;1,11;1,05;1
cohesión;cohesion;1,65;2,05;1,75;1,35;1,3
cohete;cohet;1,1;2,15;2;1,35;1,45
coincidencia;coincident;1,05;2,85;1,3;1,3;1,1
coincidente;coincident;1,1;2,05;1,11;1,1;1,15
coincidir;coincid;1,1;3,35;1,2;1,3;1,1
coito;coit;1,17;1,37;3,73;1,27;1,2
coja;coj;2,4;1,15;1,55;1,55;1,3
cojo;coj;2,7;1,47;1,13;1,33;1,2
col;col;1,5;1,4;1;1,21;1,95
cola;col;1,43;1,13;1,5;1,63;1,23
colaboración;colabor;1,07;1,3;3,47;1,1;1,13
colaborador;colabor;1,25;2,75;1,25;1,15;1,3
colaboradora;colabor;1,2;3;1,1;1,05;1,1
colaborar;colabor;1,2;3,6;1,2;1,4;1
colación;colacion;1,5;1,47;1,43;1,38;1,25
colador;colador;1;1,55;1,1;1,05;1,2
colapso;colaps;2,27;2,77;1,13;2,63;1,5
colar;col;1,65;1,8;1,42;2,26;2,4
colateral;colateral;2,35;1,35;1,8;1,58;1,61
colcha;colch;1,2;2,5;1;1,05;1,3
colchón;colchon;1,05;3,8;1;1,05;1,1
colchoneta;colchonet;1;2,9;1;1,25;1,3
cole;col;1,79;2,95;1,15;1,74;1,67
colección;coleccion;1,35;2,65;1,2;1,15;1,35
coleccionar;coleccion;1,15;2,75;1,2;1;1,05
coleccionista;coleccion;1,1;2,55;1,15;1,1;1,3
colecta;colect;1,5;2,5;1,25;1,35;1,5
colectividad;colect;1,1;3,25;1,4;1,5;1,6
colectivo;colect;1,3;3,05;1,45;1,55;1,1
colega;coleg;1,1;3,95;1,2;1,1;1,15
colegiado;colegi;1,35;2,1;1,05;1,15;1,25
colegial;colegial;1,1;2,4;1,15;1,2;1,35
colegiata;colegiat;1,25;1,47;1,19;1,42;1,58
colegio;colegi;1,8;2,3;1,3;1,35;1,6
cólera;coler;2,57;2,5;1;3,97;2,2
colesterol;colesterol;2,4;1,1;2,35;2,4;2,65
colgador;colgador;1,2;1,6;1,15;1,26;1,11
colgante;colgant;1,25;2,95;1,15;1,05;1,05
colgar;colg;1,85;1,85;1,85;1,65;1,45
colibrí;colibr;1,1;1,2;2,83;1,13;1,33
cólico;colic;2,68;1;2,53;3;3,37
colina;colin;1,25;2,2;1,4;1,45;1,1
colindante;colind;1,19;1,47;1,39;1,12;1
colindar;colind;1,25;1,72;1,53;1,06;1,43
coliseo;colise;1,4;2,4;1,35;1,35;1
colisión;colision;2,8;1,4;3,45;2,8;2
collado;coll;1,06;1,5;1,36;1,12;1,23
collar;coll;1,17;1,07;2,93;1;1,03
colmar;colm;1,95;1,79;1,7;1,75;1,05
colmena;colmen;1,58;1,25;2,8;2,05;2,4
colmo;colm;1,75;1,45;1,53;2,25;1,5
colocación;coloc;1,3;1,55;1,05;1,85;1,35
colocar;coloc;1,45;2,15;1,15;1;1,4
colofón;colofon;1,4;1,93;1,83;1,21;1,38
colombiano;colombian;1,15;2,15;1,55;1,3;1,2
colon;colon;1,85;1,3;2,1;1,3;2,6
colonia;coloni;1,43;1,2;3,37;1,23;1,7
colonial;colonial;1,7;1,45;1,55;1,6;1,45
colonialismo;colonial;2,5;1,65;1,85;2,85;1,89
colonización;coloniz;2,8;1,85;2,7;2,6;2,15
colonizar;coloniz;2,2;1,6;2,5;1,95;2,35
colono;colon;1,75;1,59;1,72;1,79;1,53
coloquial;coloquial;1,45;2,74;1,3;1,15;1,3
coloquio;coloqui;1,16;2,22;1;1,68;1,12
color;color;1,63;1,27;3,63;1,27;1,3
coloración;color;1,05;2,05;1,05;1,2;1,45
colorado;color;1,23;1,33;2,4;2,2;1,13
colorante;color;1,15;1,95;1,35;1,6;1,55
colores;color;1,4;3,55;1;1,05;1,05
colorido;color;1,2;3,6;1;1;1
colorín;colorin;1,15;2,79;1;1;1,05
colosal;colosal;1,22;2,95;1,44;1,29;1,05
coloso;colos;1,29;1,94;1,33;1,58;1,31
columna;column;1,1;1,37;1,17;1,2;1,07
columnas;column;1,25;2;1,2;1,5;1,15
columnista;column;1,4;2,05;1,21;1,42;1,1
columpio;columpi;1,13;1,43;3,87;1,07;1,07
coma;com;2,13;2;1,17;1,5;1,07
comadre;comadr;1,18;1,63;1,29;1,31;1,5
comadreja;comadrej;1,27;1,87;1,93;1,2;1,77
comadrona;comadron;1,45;2,1;2,83;1,45;1,72
comandancia;comand;1,55;1,58;2,1;2,25;1,44
comandante;comand;1,1;1,85;1,75;1,65;1,45
comandar;comand;1,15;1,94;1,3;1,68;1,35
comando;com;1,85;1,7;1,8;1,6;1,85
comarca;comarc;1,2;1,85;1,2;1;1,15
comarcal;comarcal;1,05;1,6;1,05;1,3;1,1
comas;com;1,05;1,47;1,25;1,2;1
comba;comb;1;2,7;1,2;1,1;1,11
combate;combat;2,25;1,7;3,1;2,35;2,05
combatiente;combatient;2,74;1,47;2,6;2,55;2,05
combatir;combat;2,55;1,75;2,95;2,6;1,95
combativo;combat;2,25;1,53;1,89;2,63;2,05
combinación;combin;1,4;1,6;1,97;1,4;1,47
combinado;combin;1,05;1,9;1,1;1,15;1,1
combinar;combin;1,05;2;1,1;1,15;1,25
combustible;combust;1,35;1,45;1,75;2,05;2,1
combustión;combustion;1,95;1,7;2,65;2,2;1,8
comedia;comedi;1,13;1;4,43;1,07;1,07
comediante;comedi;1,1;2,9;1,1;1,3;1,15
comedor;comedor;1,27;1,17;2,73;1,1;1,33
comendador;comend;1,12;1,5;1,53;1,61;1,63
comentar;coment;1,35;2,1;1,35;1,25;1,35
comentario;comentari;2,13;2;2,47;2,1;1,8
comentarista;comentar;1,1;2,3;1,1;1,7;1,55
comenzar;comenz;1,73;2,37;3,1;1,2;1,23
comer;com;1,2;1,23;3,73;1,17;1,33
comercial;comercial;1,5;2,5;1,05;1,6;1,55
comercialización;comercializ;1,55;1,85;1,25;1,65;1,85
comercializar;comercializ;1,25;2,15;1,25;1,3;1,35
comerciante;comerci;1,2;1,6;1,3;1,55;1,3
comerciar;comerci;1,25;1,8;1,3;1,6;1,35
comercio;comerci;1,37;1,53;2,13;1,4;1,3
comestible;comest;1,05;3,55;1,05;1,15;1,1
cometa;comet;1,3;1,47;3,43;1,1;1,03
cometer;comet;2,2;1,45;2,2;1,4;1,4
cometido;comet;1,35;1,83;1,2;1,7;1,47
cómic;comic;1,25;2,8;1,25;1,05;1,1
comicidad;comic;1;3,14;1,17;1;1
cómico;comic;1,03;1,1;4,2;1;1,03
comida;com;1,2;1,2;3,23;1,13;1,4
comienzo;comienz;1,3;3,35;1,55;1,47;1,05
comillas;comill;1,1;1,85;1,15;1,25;1,05
comino;comin;1,56;1,37;1;1,25;1,71
comisaria;comisari;1,6;1,3;2,15;2,3;1,95
comisaría;comis;2,3;1,2;2,4;2,05;2,1
comisario;comisari;1,5;1,85;1,95;1,75;1,85
comisión;comision;2,15;1,95;1,85;2,05;1,95
comité;comit;1,4;2;1,35;1,35;1,65
comitiva;comit;1,05;2,16;1,18;1,32;1,83
cómo;com;1,2;1,75;1,1;1,05;1,15
cómoda;comod;1,35;3,55;1,25;1,05;1
comodidad;comod;1,23;1,13;4,1;1,03;1,17
comodín;comodin;1,37;3,1;1;1,15;1,2
cómodo;comod;1,13;1,07;3,73;1,1;1,1
compacta;compact;1,2;1,8;1,4;1,05;1,2
compacto;compact;1,15;1,8;1,2;1;1,2
compadecer;compadec;3,4;1,8;1,5;1,8;1,43
compadre;compadr;1,11;2,58;1;1,25;1,35
compaginar;compagin;1,2;2,7;1,7;1,25;1,16
compaña;compañ;1;1,4;1,27;1,27;1,43
compañero;compañer;1,7;1,4;4;1,43;1,17
compañía;compañ;1,37;1,67;3,93;1,17;1,37
compañía;compañ;1,2;3,3;1,15;1,05;1,05
comparable;compar;1,5;1,35;1,35;1,45;1,45
comparación;compar;2,6;1,6;1,9;2,4;1,85
comparar;compar;2,2;1,85;2,05;2,45;1,7
comparativo;compar;1,9;1,15;1,25;2,4;1,85
comparecencia;comparecent;1,68;1,89;1,63;1,42;1,32
comparecer;comparec;1,9;1,84;1,95;2,05;1,7
comparsa;compars;1,16;3,33;1,12;1,33;1,16
compartimento;compartiment;2;2,11;1,3;1,55;1,5
compartimiento;compart;1,35;2,11;1,5;1,35;1,3
compartir;compart;1,17;1,43;4,23;1,2;1,23
compás;compas;1,1;1,9;1,45;1,45;1,4
compasión;compasion;2,8;1,23;1,97;1,57;1,2
compasivo;compas;2;1,47;3,33;1,3;1,13
compatibilidad;compatibil;1,1;3;1,65;1,3;1,35
compatible;compat;1,25;3,4;1,3;1;1,1
compatriota;compatriot;1,7;2,05;1,75;1,15;1,35
compendio;compendi;1,5;2,09;1,21;1,1;1,31
compensación;compens;1,5;2,95;1,3;1,3;1,05
compensar;compens;1,15;3,25;1,8;1,2;1,25
compensatoria;compensatori;1,37;2,25;1,35;1,2;1,3
competencia;competent;1,8;2,8;2,25;2,45;1,65
competencial;competencial;1,65;1,58;1,4;1,5;1,32
competente;competent;1,23;1,74;3,71;1,39;1,35
competer;compet;1,36;1,71;1,31;1,6;1,06
competición;competicion;1,55;3,05;1,7;2,35;1,8
competidor;competidor;1,6;2;1,65;2,25;1,85
competir;compet;1,9;2,2;2,4;2,4;1,8
competitiva;competit;2,1;2,3;1,8;2,45;2,5
competitividad;competit;1,85;2,2;1,95;2,35;1,7
competitivo;competit;1,9;2,07;2,27;2,3;1,67
compilación;compil;1,47;1,5;1,29;1,62;1,08
compilador;compil;1;1,63;1,25;1,42;1,08
complacencia;complacent;1,5;3,15;1,3;1,5;1,94
complacer;complac;1,27;1,4;3,6;1,3;1,27
complacido;complac;1,13;1,3;3,83;1,17;1,2
complaciente;complacient;1,3;2,75;1,4;1,7;1,5
compleja;complej;1,65;1,65;2,05;1,95;1,7
complejidad;complej;1,85;1,7;2,1;1,85;1,65
complejo;complej;2,57;2,63;1,43;2,2;2,17
complementar;complement;1,1;2,55;1,3;1,1;1,25
complementaria;complementari;1,3;2,35;1,3;1,35;1,3
complementariedad;complementaried;1,16;2,4;1,15;1,2;1,2
complemento;complement;1,05;2,65;1,1;1,1;1,15
completar;complet;1,05;3,25;1,2;1,2;1,05
completo;complet;1,25;2,85;1;1,6;1,2
complexión;complexion;1,2;2;1,39;1,42;1,53
complicación;complic;2,93;3,43;1,57;2,83;1,87
complicar;complic;2,85;1,25;2,3;3,1;1,95
cómplice;complic;1,68;1,95;2,25;2;1,85
complicidad;complic;1,45;3,75;1,25;1,8;1,1
complot;complot;2,75;1,1;2,84;3,3;2,16
componente;component;1;2;1,2;1;1,1
componer;compon;1,1;2,9;1,2;1,1;1,25
comportamiento;comport;1,7;1,8;1,85;1,35;1,37
comportar;comport;1,45;2,4;1,25;1,47;1,4
composición;composicion;1,2;2,35;1;1,15;1,35
compositor;compositor;1,37;1,23;3,27;1,27;1,2
compositora;compositor;1,27;1,33;3,3;1,27;1,07
compostura;compostur;1,55;2,6;1,35;1,55;1,25
compra;compr;1,4;2,75;1,25;1,3;1,4
comprador;comprador;1,2;2,5;1,6;1,35;1,5
comprar;compr;1,4;3,35;1,15;1,15;1
compraventa;compravent;1,45;1,85;1,4;1,35;1,6
comprender;comprend;1,05;3,5;1,05;1;1,1
comprensible;comprens;1,4;3,4;1,15;1,05;1,15
comprensión;comprension;1,77;1,7;3,83;1,17;1,1
