Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra;genero;numero
complacencia;complacent;1,5;1,3;3,15;1,5;1,94;NOUN;F;S
complacer;complac;1,27;1,4;3,6;1,3;1,27;VERB;X;X
complacido;complac;1,13;1,3;3,83;1,17;1,2;ADJ;M;S
complaciente;complacient;1,3;1,4;2,75;1,7;1,5;ADV;X;X
compleja;complej;1,65;2,05;1,65;1,95;1,7;ADJ;F;S
complejidad;complej;1,85;2,1;1,7;1,85;1,65;NOUN;F;S
complejo;complej;2,57;2,63;1,43;2,2;2,17;ADJ;M;S
complementar;complement;1,1;1,3;2,55;1,1;1,25;VERB;X;X
complementaria;complementari;1,3;1,3;2,35;1,35;1,3;PROPN;X;X
complementariedad;complementaried;1,16;1,15;2,4;1,2;1,2;NOUN;F;S
complemento;complement;1,05;1,1;2,65;1,1;1,15;NOUN;M;S
completar;complet;1,05;1,2;3,25;1,2;1,05;VERB;X;X
completo;complet;1,25;1;2,85;1,6;1,2;ADJ;M;S
complexión;complexion;1,2;1,39;2;1,42;1,53;NOUN;F;S
complicación;complic;2,93;3,43;1,57;2,83;1,87;NOUN;F;S
complicar;complic;2,85;2,3;1,25;3,1;1,95;VERB;X;X
cómplice;complic;1,68;2,25;1,95;2;1,85;NOUN;X;S
complicidad;complic;1,45;1,25;3,75;1,8;1,1;NOUN;F;S
complot;complot;2,75;2,84;1,1;3,3;2,16;NOUN;M;S
componente;component;1;1,2;2;1;1,1;NOUN;M;S
componer;compon;1,1;1,2;2,9;1,1;1,25;VERB;X;X
comportamiento;comport;1,7;1,85;1,8;1,35;1,37;NOUN;M;S
comportar;comport;1,45;1,25;2,4;1,47;1,4;VERB;X;X
composición;composicion;1,2;1;2,35;1,15;1,35;NOUN;F;S
compositor;compositor;1,37;1,23;3,27;1,27;1,2;NOUN;M;S
compositora;compositor;1,27;1,33;3,3;1,27;1,07;NOUN;F;S
compostura;compostur;1,55;1,35;2,6;1,55;1,25;NOUN;F;S
compra;compr;1,4;1,25;2,75;1,3;1,4;NOUN;F;S
comprador;comprador;1,2;1,6;2,5;1,35;1,5;NOUN;M;S
comprar;compr;1,4;1,15;3,35;1,15;1;VERB;X;X
compraventa;compravent;1,45;1,4;1,85;1,35;1,6;PROPN;X;X
comprender;comprend;1,05;1,05;3,5;1;1,1;VERB;X;X
comprensible;comprens;1,4;1,15;3,4;1,05;1,15;ADJ;X;S
comprensión;comprension;1,77;1,7;3,83;1,17;1,1;NOUN;F;S
comprensivo;comprens;1,15;1;3,75;1;1,05;ADJ;M;S
compresor;compresor;1,3;1,4;1,32;1,7;1,4;PROPN;X;X
comprobación;comprob;1,1;1,3;1,8;1,25;1,25;NOUN;F;S
comprobar;comprob;1,2;1,3;2,05;1,15;1,1;VERB;X;X
comprometer;compromet;1,35;1,65;2,45;1,8;1,65;VERB;X;X
comprometido;compromet;1,33;1,93;2,73;1,27;1,1;ADJ;M;S
compromiso;compromis;1,7;2,57;2,73;1,53;1,43;NOUN;M;S
compuerta;compuert;1,25;1,2;1,5;1,15;1,1;NOUN;F;S
compuesto;compuest;1,2;1,2;2;1,2;1,25;ADJ;M;S
computación;comput;1,26;1,22;1,33;1,15;1,33;NOUN;F;S
computacional;computacional;1,13;1,16;1,65;1,29;1,5;ADJ;X;S
computador;comput;1;1,1;1,95;1,3;1,3;NOUN;M;S
computadora;comput;1,2;1,05;2,63;1,3;1,15;ADJ;F;S
cómputo;comput;1;1,43;1,72;1,38;1,2;NOUN;M;S
común;comun;1,4;1,2;2,25;1,3;1,3;ADJ;X;S
comuna;comun;1,72;1,42;1,47;1,35;1,68;NOUN;F;S
comunal;comunal;1,26;1,25;1,85;1,47;1,47;ADJ;X;S
comunicación;comun;1,2;1,63;3,5;1,2;1,17;NOUN;F;S
comunicado;comunic;1,75;1,65;2,35;1,55;1,3;NOUN;M;S
comunicar;comunic;1,15;1,1;2,85;1,05;1,1;VERB;X;X
comunicativa;comunic;1,1;1,05;2,65;1,15;1,15;ADJ;F;S
comunicativo;comunic;1,13;1,3;3,4;1,17;1,07;ADJ;M;S
comunidad;comun;1,17;1,47;2,37;1,23;1,1;NOUN;F;S
comunión;comunion;1,35;1,05;2,5;1,05;1,9;NOUN;F;S
comunismo;comun;2,2;2;1,65;2,2;2,05;NOUN;M;S
comunista;comun;1,95;1,65;1,5;1,8;1,6;ADJ;X;S
comunitario;comunitari;1,05;1,25;2,4;1,7;2;ADJ;M;S
concebible;conceb;1,17;1,21;2,5;1,3;1,2;ADJ;X;S
concebir;conceb;1,2;1,65;3,15;1,1;1,4;VERB;X;X
conceder;conced;1,15;1,5;2,05;1,25;1,15;VERB;X;X
concejal;concejal;1,85;1,5;1,4;2,25;2,5;NOUN;M;S
concejo;concej;1,81;1,18;1,75;1,67;1,64;PROPN;X;X
concentración;concentr;1,35;1,45;2,35;1,5;1,15;NOUN;F;S
concentrado;concentr;1,37;1,4;2,1;1,4;1,27;ADJ;M;S
concentrar;concentr;1,5;1,4;1,75;1,25;1,2;VERB;X;X
concepción;concepcion;1,21;1,45;2,8;1,25;1,25;PROPN;X;X
concepto;concept;1;1,25;1,7;1,15;1,15;NOUN;M;S
conceptual;conceptual;1,05;1;1,26;1,2;1,1;PROPN;X;X
concerniente;concernient;1,39;1,21;1,58;1,17;1,24;ADV;X;X
concernir;concern;1,2;1,11;1,56;1,13;1,21;VERB;X;X
concertación;concert;1,15;1,26;1,84;1,28;1,32;NOUN;F;S
concertar;concert;1,2;1,3;2,11;1,15;1,2;VERB;X;X
concesión;concesion;1,2;1,18;2,45;1,26;1,58;NOUN;F;S
concesionaria;concesionari;1,32;1,2;1,47;1,13;1,94;NOUN;F;S
concesionario;concesionari;1,37;1,53;2,23;1,33;1,37;NOUN;M;S
concha;conch;1,15;1,1;2,5;1,05;1,35;NOUN;F;S
conciencia;concienci;2,17;2,03;3;1,87;1,73;NOUN;F;S
concienciación;concienci;1,35;1,4;3,15;1,3;1,2;NOUN;F;S
concienciar;concienci;1,35;1,55;3,2;1,2;1,1;VERB;X;X
concierto;conciert;1,1;1,05;4,4;1,15;1,05;NOUN;M;S
conciliación;concili;1,45;1,2;3,85;1,15;1;NOUN;F;S
conciliador;concili;1,05;1,15;3,6;1,2;1,28;NOUN;M;S
conciliar;concili;1,16;1,2;2,5;1,5;1,21;VERB;X;X
concilio;concili;1,42;1,17;2,32;1,32;1,11;NOUN;M;S
concisa;concis;1,26;1,3;2,16;1,11;1,35;NOUN;F;S
cónclave;conclav;2;1,56;1,22;1,35;2;NOUN;M;S
concluir;conclu;2,05;1,55;2,05;1,5;1,2;VERB;X;X
conclusión;conclusion;1,5;1,35;2,65;1,15;1,15;NOUN;F;S
concluyente;concluyent;1,4;1,35;1,7;1,3;1,1;ADJ;X;S
concordancia;concord;1,05;1,05;2,3;1,3;1,1;NOUN;F;S
concordar;concord;1,05;1,2;2,68;1,3;1,15;VERB;X;X
concordia;concordi;1,33;1,05;2,35;1,63;1,39;VERB;X;S
concreción;concrecion;1,06;1,26;1,55;1,73;1,12;NOUN;F;S
concretar;concret;1,15;1,45;2,55;1,3;1,2;VERB;X;X
concreto;concret;1,2;1,1;2,15;1,25;1,2;ADJ;M;S
concuñada;concuñ;1;1,06;2,37;1,33;1,41;ADJ;F;S
concuñado;concuñ;1,11;1,33;2,18;1,24;1,18;ADJ;M;S
concurrencia;concurrent;1,4;1,5;1,68;1,6;1,2;PROPN;X;X
concurrir;concurr;1,2;1,26;1,37;1,45;1,32;VERB;X;X
concursante;concurs;1;1;2,75;1,2;1,4;ADJ;X;S
concurso;concurs;1,43;2,63;3,6;1,53;1,2;NOUN;M;S
condado;cond;1,26;1,21;1,8;1,25;1,1;ADJ;M;S
conde;cond;1,5;1,5;1,47;1,93;2,07;PROPN;X;X
condecoración;condecor;1,3;1,06;3,6;1,17;1,44;NOUN;F;S
condena;conden;3,8;3,6;1,17;3,1;2,2;NOUN;F;S
condenación;conden;3,16;3,16;1,2;3,35;2,1;NOUN;F;S
condenado;conden;3,03;2,93;1,27;2,37;1,67;ADJ;M;S
condenar;conden;3,05;2,9;1,25;3,1;2,15;VERB;X;X
condensación;condens;1,2;1,1;1,5;1,35;1,7;NOUN;F;S
condesa;condes;1,57;1,32;1,64;1,89;1,86;NOUN;F;S
condescendencia;condescendent;2,16;1,56;1,56;2,15;1,61;NOUN;F;S
condescendiente;condescendient;1,93;1,4;1,39;2,25;1,47;ADV;X;X
condición;condicion;2,1;2,47;1,47;1,9;1,8;NOUN;F;S
condicional;condicional;1,65;1,25;1,35;2;1,15;ADJ;X;S
condicionalidad;condicional;2,1;2,16;1,55;1,85;1,65;NOUN;F;S
condicionamiento;condicion;2,2;2,05;1,35;1,65;1,45;NOUN;M;S
condicionar;condicion;2,6;1,95;1,5;3;1,95;VERB;X;X
condolencia;condolent;3,79;2,45;1,05;2;1,16;NOUN;F;S
condón;condon;1,27;2,3;2,67;1,27;1,87;NOUN;M;S
condonación;condon;1,07;1,17;1,92;1,9;1,71;NOUN;F;S
cóndor;condor;1,06;1,92;1,79;1,09;1,29;PROPN;X;X
conducción;conduccion;1,4;1,7;2,75;1,6;1,15;NOUN;F;S
conducir;conduc;1,1;1,7;3,75;1,65;1,3;VERB;X;X
conducta;conduct;1,35;1,45;2,05;1,85;1,2;NOUN;F;S
conductividad;conduct;1,35;1,5;1,9;1,5;1,3;NOUN;F;S
conducto;conduct;1,48;2,07;1,79;1,48;1,86;NOUN;M;S
conductor;conductor;1,1;1,67;2,5;1,37;1,13;NOUN;M;S
conectar;conect;1;1,05;2,6;1,15;1,2;VERB;X;X
conectividad;conect;1,7;1,35;3,26;1,3;1,1;NOUN;F;S
conectivo;conect;1,2;1,33;2;1,1;1,22;ADJ;M;S
conejera;conejer;1,21;1,22;2,37;1,45;2;VERB;X;S
conejito;conejit;1,23;1,13;3,47;1,07;1,03;NOUN;M;S
conejo;conej;1,1;1,3;3,53;1,1;1,3;PROPN;X;X
conexión;conexion;1,35;1,35;2,8;1,2;1,05;NOUN;F;S
confección;confeccion;1,32;1;1,67;1,16;1,16;NOUN;F;S
confeccionar;confeccion;1,1;1,1;2,3;1,4;1,65;VERB;X;X
confederación;confeder;1,25;1,11;1,45;1,4;1,3;PROPN;X;X
conferencia;conferent;1,3;1,53;2,03;1,33;1,47;PROPN;X;X
conferir;confer;1,26;1,2;2,07;1,39;1,33;VERB;X;X
confesar;confes;1,65;2,05;2,5;1,8;1,4;VERB;X;X
confesión;confesion;2,1;2,05;1,7;1,7;1,45;NOUN;F;S
confesional;confesional;1,45;1,5;1,3;1,5;2;ADJ;X;S
confesionario;confesionari;2,05;1,85;1,75;2,2;1,6;NOUN;M;S
confesor;confesor;1,47;1,5;1,58;1,83;1,5;NOUN;M;S
confiabilidad;confiabil;1,11;1,35;3;1,35;1,3;NOUN;F;S
confiable;confiabl;1,2;1,5;4,15;1,2;1,15;ADJ;X;S
confianza;confianz;1,2;1,63;4,23;1,27;1,33;NOUN;F;S
confiar;confi;1,8;1,8;3,55;1,3;1,3;VERB;X;X
confidencia;confident;1,4;1,68;2,2;1,4;1,35;NOUN;F;S
confidencial;confidencial;1,25;2,05;1,9;1,75;1,4;ADJ;X;S
confidencialidad;confidencial;1,3;1,7;2,7;1,6;1,35;NOUN;F;S
confidente;confident;1,2;1,77;3;1,17;1,2;ADV;X;X
configuración;configur;1,1;1,25;1,8;1,5;1,35;NOUN;F;S
configurar;configur;1,05;1,1;1,95;1,85;1,25;VERB;X;X
confín;confin;1,58;1,28;1,77;1,33;1,56;PROPN;X;X
confinamiento;confin;2,61;2,13;1,38;1,93;1,72;NOUN;M;S
confirmación;confirm;1,35;1,2;2,65;1,2;1,3;NOUN;F;S
confirmando;confirm;1,15;1,15;2,75;1,15;1,15;VERB;X;X
confirmar;confirm;1,35;1,45;2,95;1,4;1,25;VERB;X;X
confiscación;confisc;2,8;2,79;1,26;2,79;1,7;NOUN;F;S
conflictiva;conflict;2,75;3,15;1,11;2,9;2,1;ADJ;F;S
conflictividad;conflict;3,6;3,05;1,45;3,8;2,45;NOUN;F;S
conflicto;conflict;3,57;3,57;1,17;4;2,33;NOUN;M;S
confluencia;confluenci;1,21;1,39;1,84;1,4;1,25;NOUN;F;S
conformación;conform;2,11;1,9;1,7;1,79;1,5;NOUN;F;S
conformar;conform;1,7;1,4;1,45;1,9;1,5;VERB;X;X
conforme;conform;1,6;1,1;2,05;1,4;1,3;NOUN;X;X
conformidad;conform;2,25;2,1;1,75;2,3;2,2;NOUN;F;S
confort;confort;1,1;1,13;4,43;1,1;1,03;VERB;X;S
confortable;confort;1;1;3,95;1,25;1;ADJ;X;S
confrontación;confront;2,35;2,8;1,45;2,85;1,63;NOUN;F;S
confrontar;confront;2,21;2,05;1,85;2,63;1,65;VERB;X;X
confundido;confund;2,37;2,43;1,17;1,73;1,2;ADJ;M;S
confundir;confund;1,9;1,95;1,45;2,15;1,4;VERB;X;X
confusión;confusion;2,3;2,65;1,26;2,85;2,15;NOUN;F;S
confuso;confus;2,6;2,43;1,17;2,3;1,6;ADJ;M;S
congelación;congel;2,05;2,4;1,55;1,75;1,5;NOUN;F;S
congelado;congel;1,83;2,17;1,33;1,23;1,5;ADJ;M;S
congelar;congel;2,3;1,85;1,75;1,4;1,15;ADJ;X;S
congénita;congenit;1,95;2,74;1,26;1,68;1,78;ADJ;X;S
congestión;congestion;2,25;1,9;1,35;2,35;2,9;NOUN;F;S
conglomerado;conglomer;1,1;1,79;1,63;1,75;1,47;NOUN;M;S
congoja;congoj;3,26;2,29;1,06;1,94;1,73;PROPN;X;X
congratular;congratul;1;1;3,7;1,26;1,15;ADJ;X;S
congregación;congreg;1,55;1,7;1,9;1,79;1,88;NOUN;F;S
congregar;congreg;1,68;1,6;2,42;1,55;1,6;VERB;X;X
congresista;congres;1,35;1,4;1,6;2,1;2,85;NOUN;X;S
congreso;congres;1,35;1,2;2,15;2;2;NOUN;M;S
congruencia;congruenci;1,39;1,06;1,95;1,4;1,11;NOUN;F;S
cónica;conic;1,31;1,13;1,27;1,11;1,06;ADJ;F;S
conjetura;conjetur;1,56;1,6;1,63;1,47;1,32;NOUN;F;S
conjugación;conjug;1,05;1,2;1,5;1,3;1,3;NOUN;F;S
conjugar;conjug;1,1;1,5;1,55;1,25;1,5;VERB;X;X
conjunción;conjuncion;1,3;1,53;1,35;1,11;1,4;NOUN;F;S
conjunta;conjunt;1,1;1,15;1,95;1,2;1,16;ADJ;F;S
conjuntivitis;conjuntivitis;2,5;2,6;1,1;2,45;3,65;PROPN;X;X
conjunto;conjunt;1,3;1,47;2,47;1,2;1,07;NOUN;M;S
conjura;conjur;1,5;2,4;1,41;1,35;1,61;NOUN;F;S
conjurar;conjur;1,45;1,74;1,53;1,75;1,85;VERB;X;X
conjuro;conjur;1,45;2,14;1,79;1,86;1,62;NOUN;M;S
conllevar;conllev;1,32;1,65;1,45;1,6;1,45;VERB;X;X
conmemoración;conmemor;1,4;1,2;3,2;1,1;1,1;NOUN;F;S
conmemorar;conmemor;1,75;1,4;2,5;1,2;1,2;VERB;X;X
conmemorativa;conmemor;2,05;1,25;2,74;1,5;1,2;ADJ;F;S
conmoción;conmocion;3,1;2,75;1,9;2,4;1,5;NOUN;F;S
conmovedor;conmovedor;2,63;1,65;2,35;1,2;1,15;ADJ;M;S
conmover;conmov;2,6;1,7;2,95;1,6;1,15;VERB;X;X
conmutación;conmut;1,2;1,47;1,65;1,06;1,68;NOUN;F;S
connotación;connot;1,32;1,37;1,65;1,75;1,2;NOUN;F;S
cono;con;1,25;1,1;1,35;1,11;1,15;NOUN;M;S
conocedor;conocedor;1;1,3;2,95;1,4;1,1;ADJ;M;S
conocer;conoc;1,3;2,07;3,37;1,07;1,3;VERB;X;X
conocimiento;conoc;1,4;1,63;3,5;1,13;1,03;NOUN;M;S
conquista;conquist;1,8;2,13;2,63;1,67;1,7;NOUN;F;S
conquistador;conquist;1,65;2,25;2,2;1,7;2,2;NOUN;M;S
conquistar;conquist;1,5;2,05;2,7;1,6;1,3;VERB;X;X
consagración;consagr;1,74;1,5;1,89;1,59;1,7;NOUN;F;S
consagrar;consagr;1,68;1,61;1,7;1,85;1,68;VERB;X;X
consciencia;conscienci;1,35;1,65;2,2;1,6;1,2;NOUN;F;S
consciente;conscient;1,59;1,93;2,76;1,34;1,38;ADJ;X;S
consecución;consecu;1,42;1,2;1,9;1,65;1,11;NOUN;F;S
consecuencia;consecuent;2,8;2,5;1,9;1,85;1,45;NOUN;F;S
consecuente;consecuent;1,5;2,05;2,1;1,3;1,1;ADJ;X;S
consecutivo;consecut;1,6;1,4;2,15;1,25;1,25;ADJ;M;S
conseguir;consegu;1;1,6;4,3;1,07;1,03;VERB;X;X
consejera;consejer;1,25;1,4;2,7;1,35;1,2;VERB;X;S
consejería;consej;1,15;1,2;1,79;1,45;1,25;NOUN;F;S
consejero;consejer;1,65;1,15;2,95;1,4;1,15;NOUN;M;S
consejo;consej;1,63;2,37;3,37;1,47;1,37;PROPN;X;X
consenso;consens;1,15;1,25;2,2;1,35;1,2;NOUN;M;S
consensuar;consensu;1,32;1,35;2,5;1,89;1,25;VERB;X;X
consentimiento;consent;1,25;1,3;2,7;1,7;1,75;NOUN;M;S
consentir;consent;1,9;1,6;2,15;1,95;2;VERB;X;X
conserje;conserj;1,53;1,3;1,5;1,27;1,27;NOUN;X;S
conservación;conserv;1,3;1,35;2,3;1,55;1,15;NOUN;F;S
conservador;conserv;2;1,85;1,84;1,95;2,21;ADJ;M;S
conservadurismo;conservadur;2,61;2,44;1,42;2,88;2,95;NOUN;M;S
conservar;conserv;1,31;1,21;2,41;1,34;1,28;VERB;X;X
conservatorio;conservatori;1,5;1,32;2,05;1,25;1,35;NOUN;M;S
considerable;consider;1,15;1,15;2,25;1,2;1,35;ADJ;X;S
consideración;consider;1,4;1,1;3,15;1,2;1,2;NOUN;F;S
considerado;consider;1,2;1,37;3,57;1,2;1,07;ADJ;M;S
considerando;consider;1,25;1,35;2,7;1,2;1,1;VERB;X;X
considerar;consider;1,05;1,21;1,95;1,2;1,05;VERB;X;X
consigna;consign;1,29;1,36;1,82;1,25;1,21;PROPN;X;X
consignar;consign;1,06;1,06;1,56;1,16;1,25;VERB;X;X
consiguiente;consiguient;1,15;1,15;1,32;1,2;1,55;ADV;X;X
consistencia;consistent;1,25;1,15;2,05;1,1;1,4;NOUN;F;S
consistente;consistent;1,2;1,25;2,35;1,3;1,15;ADJ;X;S
consistir;consist;1,2;1,1;1,95;1,25;1,11;VERB;X;X
consistorio;consistori;1,22;1,13;1,17;1,21;1,21;NOUN;M;S
consola;consol;1,5;1,1;2,9;1,7;1,45;PROPN;X;X
consolado;consol;2,07;1,28;2,48;1,31;1,14;ADJ;M;S
consolador;consol;1,2;1,03;2,8;1,03;1,27;PROPN;X;X
consolar;consol;3,35;1,8;2,15;1,1;1,15;VERB;X;X
consolidación;consolid;1,15;1,4;3,05;1,25;1,25;NOUN;F;S
consolidar;consolid;1,1;1,25;1,9;1,25;1,05;VERB;X;X
consonancia;conson;1,11;1;1,63;1,25;1,37;NOUN;F;S
consonante;conson;1,05;1;1,65;1,55;1,3;ADJ;X;S
consorcio;consorci;1,29;1,23;1,33;1,44;1,61;NOUN;M;S
consorte;consort;1,33;1,13;1,59;1,47;1,81;PROPN;X;X
conspiración;conspir;2,43;3,37;1,53;3,07;2,2;NOUN;F;S
conspirar;conspir;2,1;2,85;1,55;3,15;2,1;VERB;X;X
constancia;constanci;1,3;1,55;3,2;1,05;1,35;NOUN;F;S
constante;constant;1,15;1,35;2,95;1,15;1,3;ADJ;X;S
constar;const;1,15;1,35;1,65;1,3;1,2;VERB;X;X
constatación;constat;1,33;1,17;2,12;1,45;1,21;NOUN;F;S
constatar;constat;1,1;1,35;1,95;1,4;1,4;VERB;X;X
constelación;constel;1,25;1;3,35;1;1,05;NOUN;F;S
consternación;constern;3,05;2,42;1,38;2,3;1,55;NOUN;F;S
constipado;constip;2,3;2;1,25;1,75;2,53;ADJ;M;S
constitución;constitu;1,7;1,55;1,9;1,55;1,5;NOUN;F;S
constitucional;constitucional;1,25;1,35;1,32;1,75;2,05;ADJ;X;S
constitucionalidad;constitucional;1,25;1,3;2;1,55;1,79;NOUN;F;S
constituir;constitu;1,1;1,3;2,1;1,6;1,2;VERB;X;X
constitutivo;constitut;1,25;1,26;1,32;1,45;1,37;ADJ;M;S
constituyente;constituyent;1,4;1,15;1,55;1,2;1,16;ADJ;X;S
constrictor;constrictor;1,56;1,46;1,43;2;1,86;NOUN;M;S
construcción;construccion;1,05;1,6;1,75;1,45;1,4;NOUN;F;S
constructiva;construct;1,15;1,35;2,2;1,2;1,25;ADJ;F;S
constructor;constructor;1,2;1,25;2,2;1,25;1;PROPN;X;X
construir;constru;1;1,2;2,55;1,15;1,35;VERB;X;X
consuegra;consuegr;1,75;1,55;2,2;1,3;1,4;PROPN;X;X
consuegro;consuegr;1,5;1,35;2,05;1,45;1,35;PROPN;X;X
consuela;consuel;2,5;1,22;2,32;1,21;1,25;NOUN;F;S
consuelo;consuel;2,3;1,3;3,3;1,15;1,1;NOUN;M;S
cónsul;consul;1,39;1,22;1,21;1,63;1,47;PROPN;X;X
consulado;consul;1,1;1,2;1,55;1,4;1,75;ADJ;M;S
consular;consul;1,33;1,33;1,42;1,27;1,8;ADJ;X;S
consulta;consult;1,26;1,74;1,95;1,6;1,6;NOUN;F;S
consultar;consult;1,1;1,3;2,16;1,15;1,2;VERB;X;X
consultivo;consult;1;1,28;1,72;1,28;1;PROPN;X;X
consultor;consultor;1,3;1,3;2,1;1,25;1,55;NOUN;M;S
consultoría;consultor;1,35;1,6;1,5;1,55;1,25;NOUN;F;S
consultorio;consultori;1,25;1,45;2;1,75;1,55;ADJ;M;S
consumación;consum;1,75;1,7;2,4;1,26;1,55;NOUN;F;S
consumar;consum;1,1;1,42;3,7;1,4;1,4;VERB;X;X
consumidor;consumidor;1,45;1,4;1,95;1,35;1,85;NOUN;M;S
consumir;consum;1,85;1,7;1,95;1,8;1,9;VERB;X;X
consumo;consum;2,65;1,85;2,2;1,85;1,6;NOUN;M;S
contabilidad;contabil;1,6;1,25;1,2;1,45;1,35;NOUN;F;S
contable;contabl;1,3;1,2;1,47;1,63;1,5;ADJ;X;S
contactar;contact;1,05;1,15;2,45;1,1;1,1;VERB;X;X
contacto;contact;1,05;1,2;2,9;1,45;1,3;NOUN;M;S
contador;contador;1,25;1,2;1,3;1,5;1,55;NOUN;M;S
contagio;contagi;2,75;3,15;1,05;2,45;3,15;NOUN;M;S
contagiosa;contagi;2,55;3,15;1,75;2,45;3,55;PROPN;X;X
contaminación;contamin;3,17;2,77;1,1;2,77;3,6;NOUN;F;S
contaminante;contamin;3,7;3;1,15;2,95;3,35;ADJ;X;S
contaminar;contamin;3,77;3,43;1,13;3,73;3,9;VERB;X;X
contar;cont;1,15;1,1;2,25;1,25;1,05;VERB;X;X
contemplación;contempl;1,45;1,2;2,7;1,45;1,4;NOUN;F;S
contemplar;contempl;1,2;1,05;3;1;1,15;ADJ;X;S
contemplativa;contempl;1,25;1,32;2,1;2,1;1,15;NOUN;F;S
contemporáneo;contemporane;1,1;1,35;2,4;1,25;1,1;ADJ;M;S
contención;contencion;2;2;1,55;2;1,8;NOUN;F;S
contencioso;contenci;2,22;1,88;1,47;2,08;1,71;NOUN;M;S
contenedor;contenedor;1,43;1,3;1,33;1,27;3,5;NOUN;M;S
contener;conten;1,4;1,45;1,45;1,3;1,65;VERB;X;X
contenido;conten;1,27;1,3;1,53;1,27;1,2;NOUN;M;S
contentar;content;1,1;1,1;3,86;1,17;1,14;VERB;X;X
contento;content;1,19;1,19;4,52;1,13;1,16;ADJ;M;S
conteo;conte;1,07;1,33;1,4;1,77;1,4;NOUN;M;S
contestación;contest;1,45;1,55;2,05;2,4;1,5;NOUN;F;S
contestar;contest;1,25;1,5;2;1,55;1,4;VERB;X;X
conteste;contest;1,2;1,4;1,74;1,95;1,26;NOUN;M;S
contesto;contest;1,15;1,32;1,84;1,63;1,22;NOUN;M;S
contexto;context;1,33;1,67;1,47;1,27;1,27;NOUN;M;S
contienda;contiend;1,67;1,87;1,42;1,4;1,41;PROPN;X;X
contigua;contigu;1,21;1,42;1,5;1,11;1,22;ADJ;F;S
continental;continental;1,1;1,2;1,9;1,25;1,05;ADJ;X;S
continente;continent;1,25;1,2;2,05;1,1;1,2;NOUN;M;S
contingencia;contingent;1,13;1,29;2,21;1,32;1,8;NOUN;F;S
contingente;contingent;1,33;1,2;2,05;1,35;1,17;ADV;X;X
continua;continu;1;1,05;2,25;1,05;1,05;ADJ;F;S
continuación;continu;1,15;1,2;2,3;1,15;1,3;NOUN;X;X
continuar;continu;1;1,1;2,45;1,1;1,1;VERB;X;X
continuaría;continu;1,5;1,35;2,4;1,4;1,2;VERB;X;S
continuidad;continu;1,2;1,45;2,45;1,25;1,35;NOUN;F;S
contorno;contorn;1,2;1,15;1,95;1,4;1,15;PROPN;X;X
contraataque;contraataqu;2,15;2,74;1,75;2,5;1,95;NOUN;M;S
contrabajo;contrabaj;1,22;1,05;1,8;1,35;1,11;NOUN;M;S
contrabando;contrab;2,85;3,25;1,3;3,1;2,6;VERB;X;X
contracción;contraccion;1,6;2,5;1,4;1,55;1,85;NOUN;F;S
contractual;contractual;1,35;1,44;1,65;1,44;1,56;ADJ;X;S
contradecir;contradec;2,05;1,65;1,45;2,9;2;VERB;X;X
contradicción;contradiccion;2,4;1,85;1,65;2,8;2,25;NOUN;F;S
contradictorio;contradictori;1,85;1,89;1,3;2,35;1,6;ADJ;M;S
contraer;contr;1,9;1,7;1,6;1,45;1,65;VERB;X;X
contrafagot;contrafagot;1,31;1;1,86;1,13;1,33;VERB;X;S
contrafuerte;contrafuert;1,35;1,33;2,11;1,24;1,25;NOUN;M;S
contragolpe;contragolp;1,9;3,05;1,85;2;1,75;NOUN;M;S
contraofensiva;contraofens;2,15;2,1;1,72;2,47;1,65;ADJ;F;S
contraparte;contrapart;1,42;1,3;1,12;1,75;1,28;PROPN;X;X
contrapartida;contrapart;1,75;1,65;1,7;1,65;1,35;ADJ;F;S
contrapeso;contrapes;1,35;1,55;1,4;1,1;1,2;NOUN;M;S
contraposición;contraposicion;1,85;1,55;1,4;1,75;1,4;NOUN;F;S
contraprestación;contraprest;1,63;1,88;1,29;1,83;1,28;NOUN;F;S
contraproducente;contraproducent;2,8;2,1;1,35;3,11;1,8;ADJ;X;S
contrapunto;contrapunt;1,25;1,3;1,58;1,4;1,17;NOUN;M;S
contrariedad;contraried;2,1;2,37;1,63;2,23;1,7;NOUN;F;S
contrario;contrari;1,53;2;1,33;1,93;1,53;ADJ;M;S
contrarreloj;contrarreloj;1,79;1,65;1,4;1,85;1,9;NOUN;F;S
contrarrestar;contrarrest;1,75;1,7;2,05;1,5;1,15;VERB;X;X
contraseña;contraseñ;1,1;1,3;2,2;1,1;1,4;PROPN;X;X
contrastar;contrast;1,15;1,25;2,1;1,45;1,4;VERB;X;X
contraste;contr;1,1;1,25;1,8;1,1;1,15;NOUN;M;S
contrata;contrat;1,5;1,6;2,35;1,22;1,63;VERB;X;S
contratación;contrat;1,15;1,7;2,65;1,4;1,2;NOUN;F;S
contratar;contrat;1,1;1,9;3,3;1,55;1,3;VERB;X;X
contratiempo;contratiemp;2,1;2,25;1,5;2,5;1,65;NOUN;M;S
contrato;contrat;1,6;2;3;1,8;1,4;NOUN;M;S
contribución;contribu;1,15;1,15;2,55;1,75;1,25;NOUN;F;S
contribuir;contribu;1,15;1,4;2,35;1,25;1,3;VERB;X;X
contribuyente;contribuyent;1,2;1;2,25;1,6;1,3;ADV;X;X
contrincante;contrinc;1,7;2,47;1,67;2,6;1,7;ADV;X;X
