Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra
conglomerado;conglomer;1,1;1,79;1,63;1,75;1,47;NOUN
congoja;congoj;3,26;2,29;1,06;1,94;1,73;PROPN
congratular;congratul;1;1;3,7;1,26;1,15;ADJ
congregación;congreg;1,55;1,7;1,9;1,79;1,88;NOUN
congregar;congreg;1,68;1,6;2,42;1,55;1,6;VERB
congresista;congres;1,35;1,4;1,6;2,1;2,85;NOUN
congreso;congres;1,35;1,2;2,15;2;2;NOUN
congruencia;congruenci;1,39;1,06;1,95;1,4;1,11;NOUN
cónica;conic;1,31;1,13;1,27;1,11;1,06;ADJ
conjetura;conjetur;1,56;1,6;1,63;1,47;1,32;NOUN
conjugación;conjug;1,05;1,2;1,5;1,3;1,3;NOUN
conjugar;conjug;1,1;1,5;1,55;1,25;1,5;VERB
conjunción;conjuncion;1,3;1,53;1,35;1,11;1,4;NOUN
conjunta;conjunt;1,1;1,15;1,95;1,2;1,16;ADJ
conjuntivitis;conjuntivitis;2,5;2,6;1,1;2,45;3,65;PROPN
conjunto;conjunt;1,3;1,47;2,47;1,2;1,07;NOUN
conjura;conjur;1,5;2,4;1,41;1,35;1,61;NOUN
conjurar;conjur;1,45;1,74;1,53;1,75;1,85;VERB
conjuro;conjur;1,45;2,14;1,79;1,86;1,62;NOUN
conllevar;conllev;1,32;1,65;1,45;1,6;1,45;VERB
conmemoración;conmemor;1,4;1,2;3,2;1,1;1,1;NOUN
conmemorar;conmemor;1,75;1,4;2,5;1,2;1,2;VERB
conmemorativa;conmemor;2,05;1,25;2,74;1,5;1,2;ADJ
conmoción;conmocion;3,1;2,75;1,9;2,4;1,5;NOUN
conmovedor;conmovedor;2,63;1,65;2,35;1,2;1,15;ADJ
conmover;conmov;2,6;1,7;2,95;1,6;1,15;VERB
conmutación;conmut;1,2;1,47;1,65;1,06;1,68;NOUN
connotación;connot;1,32;1,37;1,65;1,75;1,2;NOUN
cono;con;1,25;1,1;1,35;1,11;1,15;NOUN
conocedor;conocedor;1;1,3;2,95;1,4;1,1;ADJ
conocer;conoc;1,3;2,07;3,37;1,07;1,3;VERB
conocimiento;conoc;1,4;1,63;3,5;1,13;1,03;NOUN
conquista;conquist;1,8;2,13;2,63;1,67;1,7;NOUN
conquistador;conquist;1,65;2,25;2,2;1,7;2,2;NOUN
conquistar;conquist;1,5;2,05;2,7;1,6;1,3;VERB
consagración;consagr;1,74;1,5;1,89;1,59;1,7;NOUN
consagrar;consagr;1,68;1,61;1,7;1,85;1,68;VERB
consciencia;conscienci;1,35;1,65;2,2;1,6;1,2;NOUN
consciente;conscient;1,59;1,93;2,76;1,34;1,38;ADJ
consecución;consecu;1,42;1,2;1,9;1,65;1,11;NOUN
consecuencia;consecuent;2,8;2,5;1,9;1,85;1,45;NOUN
consecuente;consecuent;1,5;2,05;2,1;1,3;1,1;ADJ
consecutivo;consecut;1,6;1,4;2,15;1,25;1,25;ADJ
conseguir;consegu;1;1,6;4,3;1,07;1,03;VERB
consejera;consejer;1,25;1,4;2,7;1,35;1,2;VERB
consejería;consej;1,15;1,2;1,79;1,45;1,25;NOUN
consejero;consejer;1,65;1,15;2,95;1,4;1,15;NOUN
consejo;consej;1,63;2,37;3,37;1,47;1,37;PROPN
consenso;consens;1,15;1,25;2,2;1,35;1,2;NOUN
consensuar;consensu;1,32;1,35;2,5;1,89;1,25;VERB
consentimiento;consent;1,25;1,3;2,7;1,7;1,75;NOUN
consentir;consent;1,9;1,6;2,15;1,95;2;VERB
conserje;conserj;1,53;1,3;1,5;1,27;1,27;NOUN
conservación;conserv;1,3;1,35;2,3;1,55;1,15;NOUN
conservador;conserv;2;1,85;1,84;1,95;2,21;ADJ
conservadurismo;conservadur;2,61;2,44;1,42;2,88;2,95;NOUN
conservar;conserv;1,31;1,21;2,41;1,34;1,28;VERB
conservatorio;conservatori;1,5;1,32;2,05;1,25;1,35;NOUN
considerable;consider;1,15;1,15;2,25;1,2;1,35;ADJ
consideración;consider;1,4;1,1;3,15;1,2;1,2;NOUN
considerado;consider;1,2;1,37;3,57;1,2;1,07;ADJ
considerando;consider;1,25;1,35;2,7;1,2;1,1;VERB
considerar;consider;1,05;1,21;1,95;1,2;1,05;VERB
consigna;consign;1,29;1,36;1,82;1,25;1,21;PROPN
consignar;consign;1,06;1,06;1,56;1,16;1,25;VERB
consiguiente;consiguient;1,15;1,15;1,32;1,2;1,55;ADV
consistencia;consistent;1,25;1,15;2,05;1,1;1,4;NOUN
consistente;consistent;1,2;1,25;2,35;1,3;1,15;ADJ
consistir;consist;1,2;1,1;1,95;1,25;1,11;VERB
consistorio;consistori;1,22;1,13;1,17;1,21;1,21;NOUN
consola;consol;1,5;1,1;2,9;1,7;1,45;PROPN
consolado;consol;2,07;1,28;2,48;1,31;1,14;ADJ
consolador;consol;1,2;1,03;2,8;1,03;1,27;PROPN
consolar;consol;3,35;1,8;2,15;1,1;1,15;VERB
consolidación;consolid;1,15;1,4;3,05;1,25;1,25;NOUN
consolidar;consolid;1,1;1,25;1,9;1,25;1,05;VERB
consonancia;conson;1,11;1;1,63;1,25;1,37;NOUN
consonante;conson;1,05;1;1,65;1,55;1,3;ADJ
consorcio;consorci;1,29;1,23;1,33;1,44;1,61;NOUN
consorte;consort;1,33;1,13;1,59;1,47;1,81;PROPN
conspiración;conspir;2,43;3,37;1,53;3,07;2,2;NOUN
conspirar;conspir;2,1;2,85;1,55;3,15;2,1;VERB
constancia;constanci;1,3;1,55;3,2;1,05;1,35;NOUN
constante;constant;1,15;1,35;2,95;1,15;1,3;ADJ
constar;const;1,15;1,35;1,65;1,3;1,2;VERB
constatación;constat;1,33;1,17;2,12;1,45;1,21;NOUN
constatar;constat;1,1;1,35;1,95;1,4;1,4;VERB
constelación;constel;1,25;1;3,35;1;1,05;NOUN
consternación;constern;3,05;2,42;1,38;2,3;1,55;NOUN
constipado;constip;2,3;2;1,25;1,75;2,53;ADJ
constitución;constitu;1,7;1,55;1,9;1,55;1,5;NOUN
constitucional;constitucional;1,25;1,35;1,32;1,75;2,05;ADJ
constitucionalidad;constitucional;1,25;1,3;2;1,55;1,79;NOUN
constituir;constitu;1,1;1,3;2,1;1,6;1,2;VERB
constitutivo;constitut;1,25;1,26;1,32;1,45;1,37;ADJ
constituyente;constituyent;1,4;1,15;1,55;1,2;1,16;ADJ
constrictor;constrictor;1,56;1,46;1,43;2;1,86;NOUN
construcción;construccion;1,05;1,6;1,75;1,45;1,4;NOUN
constructiva;construct;1,15;1,35;2,2;1,2;1,25;ADJ
constructor;constructor;1,2;1,25;2,2;1,25;1;PROPN
construir;constru;1;1,2;2,55;1,15;1,35;VERB
consuegra;consuegr;1,75;1,55;2,2;1,3;1,4;PROPN
consuegro;consuegr;1,5;1,35;2,05;1,45;1,35;PROPN
consuela;consuel;2,5;1,22;2,32;1,21;1,25;NOUN
consuelo;consuel;2,3;1,3;3,3;1,15;1,1;NOUN
cónsul;consul;1,39;1,22;1,21;1,63;1,47;PROPN
consulado;consul;1,1;1,2;1,55;1,4;1,75;ADJ
consular;consul;1,33;1,33;1,42;1,27;1,8;ADJ
consulta;consult;1,26;1,74;1,95;1,6;1,6;NOUN
consultar;consult;1,1;1,3;2,16;1,15;1,2;VERB
consultivo;consult;1;1,28;1,72;1,28;1;PROPN
consultor;consultor;1,3;1,3;2,1;1,25;1,55;NOUN
consultoría;consultor;1,35;1,6;1,5;1,55;1,25;NOUN
consultorio;consultori;1,25;1,45;2;1,75;1,55;ADJ
consumación;consum;1,75;1,7;2,4;1,26;1,55;NOUN
consumar;consum;1,1;1,42;3,7;1,4;1,4;VERB
consumidor;consumidor;1,45;1,4;1,95;1,35;1,85;NOUN
consumir;consum;1,85;1,7;1,95;1,8;1,9;VERB
consumo;consum;2,65;1,85;2,2;1,85;1,6;NOUN
contabilidad;contabil;1,6;1,25;1,2;1,45;1,35;NOUN
contable;contabl;1,3;1,2;1,47;1,63;1,5;ADJ
contactar;contact;1,05;1,15;2,45;1,1;1,1;VERB
contacto;contact;1,05;1,2;2,9;1,45;1,3;NOUN
contador;contador;1,25;1,2;1,3;1,5;1,55;NOUN
contagio;contagi;2,75;3,15;1,05;2,45;3,15;NOUN
contagiosa;contagi;2,55;3,15;1,75;2,45;3,55;PROPN
contaminación;contamin;3,17;2,77;1,1;2,77;3,6;NOUN
contaminante;contamin;3,7;3;1,15;2,95;3,35;ADJ
contaminar;contamin;3,77;3,43;1,13;3,73;3,9;VERB
contar;cont;1,15;1,1;2,25;1,25;1,05;VERB
contemplación;contempl;1,45;1,2;2,7;1,45;1,4;NOUN
contemplar;contempl;1,2;1,05;3;1;1,15;ADJ
contemplativa;contempl;1,25;1,32;2,1;2,1;1,15;NOUN
contemporáneo;contemporane;1,1;1,35;2,4;1,25;1,1;ADJ
contención;contencion;2;2;1,55;2;1,8;NOUN
contencioso;contenci;2,22;1,88;1,47;2,08;1,71;NOUN
contenedor;contenedor;1,43;1,3;1,33;1,27;3,5;NOUN
contener;conten;1,4;1,45;1,45;1,3;1,65;VERB
contenido;conten;1,27;1,3;1,53;1,27;1,2;NOUN
contentar;content;1,1;1,1;3,86;1,17;1,14;VERB
contento;content;1,19;1,19;4,52;1,13;1,16;ADJ
conteo;conte;1,07;1,33;1,4;1,77;1,4;NOUN
contestación;contest;1,45;1,55;2,05;2,4;1,5;NOUN
contestar;contest;1,25;1,5;2;1,55;1,4;VERB
conteste;contest;1,2;1,4;1,74;1,95;1,26;NOUN
contesto;contest;1,15;1,32;1,84;1,63;1,22;NOUN
contexto;context;1,33;1,67;1,47;1,27;1,27;NOUN
contienda;contiend;1,67;1,87;1,42;1,4;1,41;PROPN
contigua;contigu;1,21;1,42;1,5;1,11;1,22;ADJ
continental;continental;1,1;1,2;1,9;1,25;1,05;ADJ
continente;continent;1,25;1,2;2,05;1,1;1,2;NOUN
contingencia;contingent;1,13;1,29;2,21;1,32;1,8;NOUN
contingente;contingent;1,33;1,2;2,05;1,35;1,17;ADV
continua;continu;1;1,05;2,25;1,05;1,05;ADJ
continuación;continu;1,15;1,2;2,3;1,15;1,3;NOUN
continuar;continu;1;1,1;2,45;1,1;1,1;VERB
continuaría;continu;1,5;1,35;2,4;1,4;1,2;VERB
continuidad;continu;1,2;1,45;2,45;1,25;1,35;NOUN
contorno;contorn;1,2;1,15;1,95;1,4;1,15;PROPN
contraataque;contraataqu;2,15;2,74;1,75;2,5;1,95;NOUN
contrabajo;contrabaj;1,22;1,05;1,8;1,35;1,11;NOUN
contrabando;contrab;2,85;3,25;1,3;3,1;2,6;VERB
contracción;contraccion;1,6;2,5;1,4;1,55;1,85;NOUN
contractual;contractual;1,35;1,44;1,65;1,44;1,56;ADJ
contradecir;contradec;2,05;1,65;1,45;2,9;2;VERB
contradicción;contradiccion;2,4;1,85;1,65;2,8;2,25;NOUN
contradictorio;contradictori;1,85;1,89;1,3;2,35;1,6;ADJ
contraer;contr;1,9;1,7;1,6;1,45;1,65;VERB
contrafagot;contrafagot;1,31;1;1,86;1,13;1,33;VERB
contrafuerte;contrafuert;1,35;1,33;2,11;1,24;1,25;NOUN
contragolpe;contragolp;1,9;3,05;1,85;2;1,75;NOUN
contraofensiva;contraofens;2,15;2,1;1,72;2,47;1,65;ADJ
contraparte;contrapart;1,42;1,3;1,12;1,75;1,28;PROPN
contrapartida;contrapart;1,75;1,65;1,7;1,65;1,35;ADJ
contrapeso;contrapes;1,35;1,55;1,4;1,1;1,2;NOUN
contraposición;contraposicion;1,85;1,55;1,4;1,75;1,4;NOUN
contraprestación;contraprest;1,63;1,88;1,29;1,83;1,28;NOUN
contraproducente;contraproducent;2,8;2,1;1,35;3,11;1,8;ADJ
contrapunto;contrapunt;1,25;1,3;1,58;1,4;1,17;NOUN
contrariedad;contraried;2,1;2,37;1,63;2,23;1,7;NOUN
contrario;contrari;1,53;2;1,33;1,93;1,53;ADJ
contrarreloj;contrarreloj;1,79;1,65;1,4;1,85;1,9;NOUN
contrarrestar;contrarrest;1,75;1,7;2,05;1,5;1,15;VERB
contraseña;contraseñ;1,1;1,3;2,2;1,1;1,4;PROPN
contrastar;contrast;1,15;1,25;2,1;1,45;1,4;VERB
contraste;contr;1,1;1,25;1,8;1,1;1,15;NOUN
contrata;contrat;1,5;1,6;2,35;1,22;1,63;VERB
contratación;contrat;1,15;1,7;2,65;1,4;1,2;NOUN
contratar;contrat;1,1;1,9;3,3;1,55;1,3;VERB
contratiempo;contratiemp;2,1;2,25;1,5;2,5;1,65;NOUN
contrato;contrat;1,6;2;3;1,8;1,4;NOUN
contribución;contribu;1,15;1,15;2,55;1,75;1,25;NOUN
contribuir;contribu;1,15;1,4;2,35;1,25;1,3;VERB
contribuyente;contribuyent;1,2;1;2,25;1,6;1,3;ADV
contrincante;contrinc;1,7;2,47;1,67;2,6;1,7;ADV
control;control;1,55;2,15;2;1,85;1,8;NOUN
controlador;control;2,55;2,8;1,2;3,95;3,1;NOUN
controlar;control;2,55;2,45;2;2,5;1,95;VERB
controversia;controversi;2,3;2,05;1,44;2,25;1,85;NOUN
contundencia;contundent;1,2;1,45;2,21;1,74;1,37;NOUN
contundente;contundent;1,6;2;2,45;2,15;1,3;ADJ
convalecencia;convalecent;3;2,35;1,6;2,18;1,13;NOUN
convección;conveccion;1,63;1,53;1,71;1,22;1,21;NOUN
convencer;convenc;1,5;1,3;2,85;2,05;1,35;VERB
convencido;convenc;1,47;1,43;2,9;1,23;1,17;ADJ
convencimiento;convenc;1,1;1,45;2,11;1,4;1,32;NOUN
convención;convencion;1,25;1,32;2,15;1,55;1,37;NOUN
convencional;convencional;1,75;1,15;1,6;1,7;1,65;ADJ
convenido;conven;1,63;1,68;1,42;1,9;2,25;NOUN
conveniencia;convenient;1,85;2,4;2,3;2,7;3;NOUN
conveniente;convenient;1,7;1,1;1,85;2,05;1,7;ADJ
convenio;conveni;1,45;1,32;2,25;1,3;1,32;NOUN
convenir;conven;1,9;1,3;2,1;1,7;1,5;VERB
convento;convent;2,45;2;1,45;2,45;2,2;NOUN
convergencia;convergent;1,65;1,55;2,33;1,5;1,3;NOUN
convergente;convergent;1,21;1,78;1,75;1,83;1,41;ADJ
conversa;convers;1,21;1,11;1,95;1,26;1,25;PROPN
conversación;convers;1,25;1,45;3,3;1,2;1,4;NOUN
conversar;convers;1,05;1,3;3,6;1,15;1,05;VERB
conversión;conversion;1,58;1,55;1,45;1,47;1,74;NOUN
convertir;convert;1,1;1,53;2,15;1,5;1,25;VERB
convicción;conviccion;1,3;1,75;2,15;1,6;1,26;NOUN
convidar;convid;1,1;1,12;2,67;1,25;1,22;VERB
convincente;convincent;1,15;1,4;2,4;1,25;1,4;ADJ
convite;convit;1,05;1,16;3,63;1,24;1,24;PROPN
convivencia;convivent;1,2;1,75;3,25;1,5;1,75;NOUN
convivir;conviv;1,13;1,77;3,7;1,37;1,3;VERB
convocar;convoc;1,58;1,35;1,65;1,35;1,1;VERB
convocatoria;convocatori;1;1,95;1,85;1,2;1,4;NOUN
convoy;convoy;1,42;1,83;1,84;1,39;1,13;PROPN
convulsión;convulsion;3,1;3,5;1,25;2,05;2,5;NOUN
cónyuge;conyug;1,35;1,74;3,2;1,5;1,5;NOUN
coñac;coñac;1,55;1,05;2,2;1,65;2,9;PROPN
coño;coñ;1,25;1,45;2,15;1,7;2;INTJ
cooperación;cooper;1;1,05;3,35;1,05;1;NOUN
cooperar;cooper;1,2;1,4;3,93;1,27;1,27;VERB
cooperativa;cooper;1,1;1,15;2,65;1,15;1,35;ADJ
coordinación;coordin;1,13;1,77;3,2;1,23;1,13;NOUN
coordinador;coordin;1,25;1,2;1,8;1,35;1,3;NOUN
coordinadora;coordin;1,15;1,25;2,15;1,25;1,35;PROPN
coordinar;coordin;1,15;1,4;2,8;1,35;1,05;VERB
copa;cop;1,4;1,37;3,1;1,3;1,23;PROPN
copia;copi;1,65;1,4;1,65;1,95;2,05;NOUN
copiado;copi;1,8;1,8;1,35;2,55;2,3;ADJ
copiar;copi;2;1,95;1,6;2,2;1,65;VERB
copiloto;copilot;1,1;1,45;2,35;1,45;1;NOUN
copiosa;copios;1,47;1,7;1,21;2;1,85;PROPN
copla;copl;1,45;1,05;2,25;1,05;1,35;PROPN
coproducción;coproduccion;1,3;1,1;2,4;1,15;1,25;NOUN
coqueta;coquet;1,15;1,05;3,3;1,35;1,2;PROPN
coquetear;coquet;1,17;1,7;3,57;1,17;1,23;VERB
coquetería;coquet;1,47;1,2;3,21;1,16;1,21;VERB
coqueto;coquet;1,4;1,3;3,07;1,43;1,43;NOUN
coraje;coraj;1,4;1,55;2,75;1,95;1,35;NOUN
coral;coral;1,3;1,27;2,97;1,17;1,13;ADJ
coraza;coraz;2,2;1,45;1,4;1,89;1,75;NOUN
corazón;corazon;1,73;1,57;3,43;1,4;1,37;NOUN
corbata;corbat;1,13;1,13;1,87;1,23;1,17;NOUN
corcel;corcel;1,19;1,19;2,72;1,25;1,15;PROPN
corchetes;corchet;1,2;1,05;1,47;1,1;1,2;NOUN
corcho;corch;1,1;1,14;1,55;1,07;1,17;NOUN
cordel;cordel;1,39;1,16;1,32;1,11;1,63;PROPN
cordero;corder;1,25;1,14;2,11;1,04;1,21;NOUN
cordial;cordial;1,05;1,05;3,1;1,1;1,1;ADJ
cordialidad;cordial;1;1,05;3,8;1,3;1,65;NOUN
cordillera;cordiller;1,3;1,2;2,05;1,16;1,35;INTJ
cordobés;cordobes;1,45;1,05;1,95;1,32;1,3;PROPN
cordón;cordon;1,55;1,2;1,25;1,35;1,35;PROPN
cordura;cordur;1,6;1,47;2,42;1,47;1,55;NOUN
coreano;corean;1,35;1,4;1,7;1,68;1,1;NOUN
coreografía;coreograf;1,2;1,2;3,1;1,25;1,1;VERB
coreógrafo;coreograf;1,15;1,1;3;1;1,05;NOUN
cornear;corn;2,5;2,24;1,21;3;1,89;VERB
córner;corn;1,26;1,35;2,11;1,4;1,6;PROPN
corneta;cornet;1,32;1,19;1,74;1,61;1,32;PROPN
cornisa;cornis;1,1;1,47;1,9;1,33;1,1;NOUN
coro;cor;1,2;1,15;2,8;1,2;1,25;NOUN
corola;corol;1;1;1,92;1,09;1,36;ADJ
corona;coron;1,33;1,4;2,2;1,7;1,8;NOUN
coronación;coron;1,35;1,4;2,2;1,5;2,15;NOUN
coronar;coron;1,3;1,55;2,35;1,4;1,95;VERB
coronarias;coronari;1,88;1,31;1,5;1,27;1,53;NOUN
coronario;coronari;1,5;1,35;1,53;1,33;1,56;ADJ
coronel;coronel;1,55;1,85;1,55;2,25;2,1;PROPN
corporación;corpor;1,4;1,4;1,65;1,2;1,6;NOUN
corporal;corporal;1,1;1,15;2,3;1,2;1,55;ADJ
corporativa;corpor;1,16;1,1;1,55;1,35;1,2;NOUN
corpulento;corpulent;1,3;1,85;2;1,3;1,5;NOUN
corral;corral;1,7;1,2;1,55;1,25;2,4;ADJ
corralito;corralit;2,3;2,1;1,83;2,32;2,17;NOUN
correa;corre;2,15;1,95;1,4;1,9;1,58;NOUN
corrección;correccion;1,7;1,97;2,07;1,97;1,77;NOUN
correcta;correct;1;1;3,9;1,05;1,1;ADJ
corredor;corredor;1,43;1,47;2,13;1,23;1,27;NOUN
corredora;corredor;1,03;1,23;2,57;1,23;1;PROPN
corregimiento;correg;1,22;1,53;1,63;1,84;1,21;NOUN
corregir;correg;1,35;1,6;2,2;1,85;1,4;VERB
correlación;correl;1,2;1,3;2;1,58;1,15;NOUN
correo;corre;1,3;1,33;2,33;1,23;1,07;NOUN
correr;corr;1,43;2,13;3,38;2;1,37;VERB
correspondencia;correspondent;1,4;1,1;2,9;1,25;1,2;NOUN
corresponder;correspond;1,63;1,7;3,65;1,15;1,1;VERB
correspondiente;correspondient;1,1;1,2;2,7;1,1;1,35;ADJ
corresponsal;corresponsal;1,44;1,3;2,35;1,58;1,2;ADJ
corrida;corr;2,75;1,9;1,55;2,95;3,35;PROPN
corriente;corrient;1,4;2,2;1,42;1,5;1,05;ADJ
corroborar;corrobor;1,15;1,21;2,5;1,7;1,2;VERB
corromper;corromp;2,76;2,59;1,1;3,55;2,93;PROPN
corrosión;corrosion;2,8;2,45;1,1;2,3;2,32;NOUN
corrupción;corrupcion;3,3;2,95;1;4,35;4,1;NOUN
corrupto;corrupt;3,43;2,33;1;4,37;4,1;ADJ
corsarios;corsari;1,59;2;1,24;1,89;1,69;NOUN
corsé;cors;1,7;1,26;2,1;1,7;1,95;PROPN
cortacésped;cortacesp;1,1;1,95;1,35;1,25;1,1;PROPN
cortafríos;cortafri;1,37;1,53;2,12;1;1,29;NOUN
cortante;cortant;2,2;2,85;1,3;2,65;2,05;ADV
cortar;cort;2,45;2,2;1,2;1,8;1,8;VERB
cortatijeras;cortatijer;1,25;1,61;1,26;1,74;1,47;NOUN
corte;cort;1,6;2,47;1,03;1,63;2,37;PROPN
cortejo;cortej;1,6;1,26;3,58;1,35;1,47;NOUN
cortés;cortes;1,15;1,2;2,95;1,15;1,11;NOUN
cortesano;cortesan;1,3;1,11;1,55;1,5;1,26;ADJ
cortesía;cortes;1,07;1,31;3,21;1,17;1,31;NOUN
corteza;cortez;1,23;1,2;1,27;1,03;1,27;NOUN
cortijo;cortij;1,26;1,21;2,6;1,39;1,5;PROPN
cortina;cortin;1;1,07;1,31;1;1,03;PROPN
corto;cort;1,8;1,15;1,35;1,45;1,25;ADJ
cortometraje;cortometraj;1,35;1;2,5;1,15;1,1;NOUN
corva;corv;1,08;1,2;1,44;1,1;1,71;PROPN
cosa;cos;1,4;1,7;1,83;1,43;1,67;NOUN
cosecha;cosech;1,1;1;2,85;1;1,05;NOUN
cosechadora;cosech;1;1,4;1,55;1,2;1,05;NOUN
cosechar;cosech;1,45;1,25;3,05;1,05;1,2;VERB
coser;cos;1,25;1,25;1,95;1,3;1,25;VERB
cósmica;cosmic;1,2;1,4;2;1,16;1,05;PROPN
cosmología;cosmolog;1,41;1,45;2,6;1,5;1,8;PROPN
cosmopolita;cosmopolit;1,47;1,33;2,74;1,37;1,35;ADJ
costa;cost;1,37;1,73;4,33;1,13;1,1;PROPN
costado;cost;1,3;1,11;1,55;1,25;1,25;ADJ
costar;cost;1,9;1,45;1,37;2,2;1,9;VERB
costarricense;costarricens;1,21;1,33;2,63;1,2;1,08;NOUN
coste;cost;2,05;2;1,45;2,25;1,9;NOUN
costear;cost;1,75;1,47;2,26;1,9;1,4;VERB
costera;coster;1;1,25;3,3;1;1;NOUN
costillas;costill;1,2;1,45;1,95;1,3;1,65;NOUN
costo;cost;1,53;1,7;1,4;1,5;1,43;ADJ
costoso;costos;2,35;1,7;1,45;2,65;1,9;ADJ
costra;costr;1,79;1,65;1,47;2,05;3,15;NOUN
costumbre;costumbr;2,1;1,7;2,73;1,53;1,8;NOUN
costumbrista;costumbr;1,88;1,53;1,53;2,05;1,5;ADJ
costura;costur;1,1;1,11;1,8;1,25;1,1;NOUN
costurera;costurer;1,1;1,05;2,35;1,05;1;VERB
cota;cot;1,47;1,43;1,44;1,25;1,27;PROPN
cotidiana;cotidian;1,4;1,2;2,35;1,4;1,35;PROPN
cotilleo;cotille;1,63;1,63;1,97;1,97;2,07;NOUN
cotización;cotiz;1,8;1,55;2,2;1,4;1,75;NOUN
cotizar;cotiz;1,7;1,75;2,85;1,8;1,45;VERB
coto;cot;2;1,72;1,59;1,74;2,24;PROPN
cotorra;cotorr;1,17;1,24;1,66;1,66;1,55;NOUN
country;country;1,16;1,15;2,65;1,65;1,32;NOUN
coyote;coyot;1,25;2,2;2,1;1,32;1,05;NOUN
coyuntura;coyuntur;1,42;1,67;1,74;1,59;1,43;NOUN
coyuntural;coyuntural;1,5;1,57;1,47;1,5;1,28;ADJ
crack;crack;1,95;1,32;2,55;1,45;1,6;PROPN
craneal;craneal;1,1;1,65;1,42;1,05;1,7;PROPN
cráneo;crane;1,3;1,43;1,5;1,13;1,67;NOUN
cráter;crat;1,65;2,25;1,5;1,45;1,32;PROPN
creación;creacion;1,23;1,8;3,2;1,2;1,1;NOUN
creador;creador;1,15;1,3;2,3;1,35;1,1;PROPN
creadora;creador;1,1;1,25;2,75;1,15;1,25;ADJ
crear;cre;1,1;1,35;3,55;1,15;1,25;VERB
creativa;creativ;1,05;1,15;4,05;1;1;ADJ
creatividad;creativ;1,53;1,6;4,4;1,43;1,17;NOUN
creativo;creativ;1,55;1,68;4,03;1,61;1,29;ADJ
crecer;crec;1,8;2,2;3,83;1,1;1,03;VERB
creces;crec;1,2;1,26;2,75;1,42;1,31;NOUN
creciente;crecient;1,2;1,3;3;1,45;1;ADJ
crecimiento;crecimient;1,69;1,97;3,66;1,21;1,14;NOUN
credibilidad;credibil;1,1;1,35;3,2;1,45;1,2;NOUN
crédito;credit;1,25;2;2,3;1,95;1,55;NOUN
credo;cred;1,25;2,06;1,78;1,78;1,88;PROPN
credulidad;credul;1,61;1,9;2,21;2,1;1,6;NOUN
crédulo;credul;1,77;1,65;1,73;1,77;1,46;NOUN
creencia;creenci;2,1;2,33;2,43;1,8;1,83;NOUN
creer;cre;1,55;1,35;2,35;1,4;1,25;VERB
creíble;creibl;1,15;1,55;2,8;1,3;1,05;ADJ
creído;creid;2,19;1,87;1,42;3,06;3,03;NOUN
crema;crem;1,2;1,2;2,65;1,25;1,45;NOUN
crepe;crep;1,08;1,08;3,31;1,15;1,31;NOUN
crepúsculo;crepuscul;1,7;1,53;2,4;1,13;1,1;NOUN
cresta;crest;1,2;1,3;1,35;1,35;1,4;NOUN
creyente;creyent;1,55;1,6;1,75;1,75;2,05;ADJ
cría;cri;1,5;1,2;3;1,35;1,25;NOUN
criada;cri;2,68;1,35;1,7;2,3;1,6;ADJ
criado;cri;2,33;1,07;1,27;1,37;1,13;ADJ
crianza;crianz;1,5;1,65;2,7;1,65;1,2;NOUN
criar;cri;1,75;2,1;3,7;1,25;1,25;VERB
criatura;criatur;1,5;2,2;2,67;1,3;1,67;NOUN
crimen;crim;3,53;3,77;1,03;3,63;2,73;PROPN
criminal;criminal;2,53;3,57;1,07;3,33;2,83;ADJ
criminalidad;criminal;3,6;3,9;1,35;3,95;3,35;NOUN
criolla;crioll;1,56;1,38;1,59;1,6;1,65;VERB
cripta;cript;2,06;2,69;1,63;1,5;2,47;PROPN
criptografía;criptograf;1,11;1,47;1,53;1;1,27;VERB
críquet;criquet;1,06;1,06;2,17;1,47;1,25;PROPN
crisantemo;crisantem;1,07;1;2,23;1;1,08;PROPN
crisis;crisis;3,97;3,9;1,07;3,8;2,77;NOUN
crispación;crispacion;1,74;1,79;1,42;2,93;2,67;NOUN
cristal;cristal;1,2;1,63;1,47;1,13;1,1;ADJ
cristales;cristal;1,35;2,5;1,95;1,45;1,25;NOUN
cristalina;cristalin;1,1;1;3,05;1,21;1,05;PROPN
cristalización;cristaliz;1,05;1,25;2,25;1;1,3;NOUN
cristiana;cristian;1,35;1,55;2,4;1,65;2,2;PROPN
cristiandad;cristiand;1,75;1,5;1,7;1,74;2,2;NOUN
cristianismo;cristian;2,1;1,95;1,75;2;2,35;NOUN
cristiano;cristian;1,8;1,5;2,6;2,2;2,15;ADJ
cristo;crist;2;1,55;1,7;2,1;2,45;ADJ
criterio;criteri;1,27;1,7;1,73;1,4;1,17;NOUN
criticar;critic;2,55;3,15;2;3,05;2,2;VERB
criticar;critic;3;2,25;1,25;3,45;2,53;VERB
critico;critic;2,42;1,95;1,65;2,45;1,65;ADJ
croata;croat;1,1;1,15;1,79;1;1,21;ADJ
cromática;cromat;1,17;1,06;2;1,22;1,25;VERB
cromos;crom;1;1;2,55;1,05;1,05;VERB
cromosoma;cromosom;1,15;1,2;2,6;1;1,15;PROPN
crónica;cronic;1,65;2;1,95;1,4;1,5;PROPN
cronista;cronist;1,27;1,12;1,59;1,4;1,33;NOUN
